phone_number,owner_person_id,is_spoofed,telecom_circle
+918496738106,P000069,False,Kolkata
+919449632688,P000070,False,Rajasthan
+919330436161,P000071,False,Karnataka
+919860630401,P000072,False,Karnataka
+917307712871,P000073,False,UP West
+918489824255,P000074,False,UP East
+918633796117,P000075,False,Maharashtra
+918115704167,P000076,False,Bihar & Jharkhand
+918452591628,P000077,False,Haryana
+917318326387,P000078,False,West Bengal
+919267411236,P000079,False,UP West
+916146863734,P000080,False,Maharashtra
+916625407404,P000081,False,West Bengal
+919975595645,P000082,False,Haryana
+918260184655,P000083,False,Kolkata
+919773541259,P000084,False,Bihar & Jharkhand
+916422734034,P000085,False,Bihar & Jharkhand
+916050861818,P000086,False,Haryana
+919170341193,P000087,False,UP West
+917666714294,P000088,False,Rajasthan
+916378592787,P000089,False,Rajasthan
+919847184415,P000090,False,Rajasthan
+919330716066,P000091,False,Maharashtra
+919374463936,P000092,False,Bihar & Jharkhand
+917730503598,P000093,False,UP West
+918188474302,P000094,False,Haryana
+918369342997,P000095,False,West Bengal
+916915744857,P000096,False,UP West
+919842154655,P000097,False,Rajasthan
+916723850227,P000098,False,Rajasthan
+918049117643,P000099,False,Bihar & Jharkhand
+916471941169,P000100,False,Karnataka
+918936669691,P000101,False,Haryana
+918611169939,P000102,False,Maharashtra
+917662529594,P000103,False,West Bengal
+918224613625,P000104,False,Rajasthan
+919147425953,P000105,False,Rajasthan
+917181685573,P000106,False,Bihar & Jharkhand
+917497931852,P000107,False,Maharashtra
+918763465813,P000108,False,Haryana
+917344640886,P000109,False,UP East
+919769407646,P000110,False,Maharashtra
+919213074934,P000111,False,Rajasthan
+917435288165,P000112,False,Karnataka
+916185375272,P000113,False,UP West
+917255827780,P000114,False,Maharashtra
+918128293258,P000115,False,Delhi
+918505139149,P000116,False,Maharashtra
+917352050674,P000117,False,Rajasthan
+917606362840,P000118,False,Rajasthan
+916359832854,P000119,False,Rajasthan
+917743994722,P000120,False,Karnataka
+917827895438,P000121,False,Maharashtra
+917522125092,P000122,False,Maharashtra
+916881547505,P000123,False,Rajasthan
+918674750356,P000124,False,Haryana
+917082644837,P000125,False,Delhi
+918180884430,P000126,False,Rajasthan
+918308064306,P000127,False,Bihar & Jharkhand
+916990278087,P000128,False,UP West
+917037748082,P000129,False,Bihar & Jharkhand
+916759341099,P000130,False,Haryana
+917674871309,P000131,False,Maharashtra
+919494063603,P000132,False,Kolkata
+918045844455,P000133,False,Haryana
+917924962472,P000134,False,Rajasthan
+916662667246,P000135,False,Karnataka
+918734146345,P000136,False,UP West
+917310121506,P000137,False,Maharashtra
+917141638967,P000138,False,Delhi
+916413318915,P000139,False,Kolkata
+919942404250,P000140,False,West Bengal
+919190070932,P000141,False,UP West
+916930105519,P000142,False,Maharashtra
+916403211839,P000143,False,Rajasthan
+916900091278,P000144,False,Haryana
+916111760311,P000145,False,UP West
+917385167737,P000146,False,Maharashtra
+919478926069,P000147,False,Haryana
+919602410252,P000148,False,UP West
+917740390826,P000149,False,UP West
+916142103925,P000150,False,Rajasthan
+918294884512,P000151,False,Haryana
+917872531749,P000152,False,West Bengal
+918612424145,P000153,False,Haryana
+919060630741,P000154,False,Karnataka
+918122911426,P000155,False,Bihar & Jharkhand
+918926590987,P000156,False,Maharashtra
+918093582945,P000157,False,Delhi
+918988139964,P000158,False,Bihar & Jharkhand
+919352120473,P000159,False,Rajasthan
+918497998290,P000160,False,Maharashtra
+917007973102,P000161,False,Delhi
+919989091939,P000162,False,Delhi
+917765781080,P000163,False,Karnataka
+917044880322,P000164,False,Delhi
+919691748946,P000165,False,Bihar & Jharkhand
+917236701994,P000166,False,UP West
+919891883148,P000167,False,Bihar & Jharkhand
+919571569784,P000168,False,Rajasthan
+918976439826,P000169,False,Haryana
+917368232386,P000170,False,West Bengal
+916923486453,P000171,False,UP West
+917829150490,P000172,False,Kolkata
+916914685347,P000173,False,Karnataka
+918690495551,P000174,False,Bihar & Jharkhand
+917937791693,P000175,False,Haryana
+916516574504,P000176,False,Maharashtra
+919929081916,P000177,False,West Bengal
+919652567251,P000178,False,Rajasthan
+918803767546,P000179,False,Rajasthan
+919959596261,P000180,False,Haryana
+917464401626,P000181,False,Karnataka
+919177328727,P000182,False,Bihar & Jharkhand
+918805816961,P000183,False,Maharashtra
+917654250358,P000184,False,Rajasthan
+917874850848,P000185,False,Karnataka
+916558424160,P000186,False,Maharashtra
+918410341358,P000187,False,Rajasthan
+918706695921,P000188,False,Karnataka
+919108353706,P000189,False,Bihar & Jharkhand
+916675344470,P000190,False,West Bengal
+916092538988,P000191,False,West Bengal
+918626766064,P000192,False,Haryana
+916201039797,P000193,False,West Bengal
+919739074628,P000194,False,Rajasthan
+916190166444,P000195,False,Bihar & Jharkhand
+918758036211,P000196,False,Maharashtra
+919224464536,P000197,False,Bihar & Jharkhand
+917329074870,P000198,False,Haryana
+916868490052,P000199,False,UP East
+918533387430,P000200,False,West Bengal
+918411763027,P000201,False,Karnataka
+919222482251,P000202,False,Karnataka
+917688493642,P000203,False,West Bengal
+917469133436,P000204,False,West Bengal
+916745488598,P000205,False,Bihar & Jharkhand
+919098079826,P000206,False,Haryana
+918528326551,P000207,False,Kolkata
+918469122182,P000208,False,Rajasthan
+917749514977,P000209,False,Maharashtra
+917230457939,P000210,False,Delhi
+916869091870,P000211,False,Bihar & Jharkhand
+918799513950,P000212,False,Bihar & Jharkhand
+918760838840,P000213,False,Maharashtra
+918811182398,P000214,False,Karnataka
+918692147801,P000215,False,Bihar & Jharkhand
+916711717119,P000216,False,Haryana
+919943736806,P000217,False,Rajasthan
+916867005600,P000218,False,West Bengal
+916607679670,P000219,False,Maharashtra
+919416704102,P000220,False,Bihar & Jharkhand
+917539190684,P000221,False,UP West
+916132546314,P000222,False,West Bengal
+917511863753,P000223,False,Karnataka
+916228079407,P000224,False,Kolkata
+916635307147,P000225,False,Karnataka
+916486982082,P000226,False,Rajasthan
+918320673089,P000227,False,Rajasthan
+916801348931,P000228,False,Karnataka
+919806778549,P000229,False,Rajasthan
+919023391156,P000230,False,Karnataka
+917647410822,P000231,False,Haryana
+919482605242,P000232,False,Karnataka
+919729687074,P000233,False,Haryana
+919133977218,P000234,False,UP East
+918677563153,P000235,False,Maharashtra
+917264033702,P000236,False,Bihar & Jharkhand
+919634353473,P000237,False,Bihar & Jharkhand
+919966763963,P000238,False,Maharashtra
+918547274845,P000239,False,Rajasthan
+919414027581,P000240,False,West Bengal
+919891812139,P000241,False,West Bengal
+919484384258,P000242,False,Maharashtra
+916136899099,P000243,False,Karnataka
+918622691344,P000244,False,Kolkata
+917889030193,P000245,False,Karnataka
+916484213514,P000246,False,Karnataka
+916004202149,P000247,False,Rajasthan
+917365503298,P000248,False,Bihar & Jharkhand
+916753732708,P000249,False,Rajasthan
+918755877730,P000250,False,Delhi
+916220721837,P000251,False,Kolkata
+919790673591,P000252,False,Maharashtra
+918350356602,P000253,False,UP West
+916153100375,P000254,False,Haryana
+917165544706,P000255,False,West Bengal
+919167291228,P000256,False,Bihar & Jharkhand
+917579937761,P000257,False,Maharashtra
+917248690380,P000258,False,Bihar & Jharkhand
+916809065185,P000259,False,Haryana
+916826446360,P000260,False,UP West
+919629585416,P000261,False,Maharashtra
+918106974807,P000262,False,Haryana
+918685592232,P000263,False,West Bengal
+917846156301,P000264,False,Haryana
+916257387575,P000265,False,Rajasthan
+919467598927,P000266,False,West Bengal
+918311063834,P000267,False,Bihar & Jharkhand
+918029954690,P000268,False,Maharashtra
+917560057476,P000269,False,West Bengal
+916359905088,P000270,False,Karnataka
+916068938951,P000271,False,Maharashtra
+917143342222,P000272,False,Maharashtra
+916008958928,P000273,False,West Bengal
+918339662463,P000274,False,Rajasthan
+919550207565,P000275,False,Maharashtra
+918662921510,P000276,False,Bihar & Jharkhand
+916672312358,P000277,False,West Bengal
+917953420248,P000278,False,UP West
+918602188156,P000279,False,Bihar & Jharkhand
+917539275982,P000280,False,Rajasthan
+917589118874,P000281,False,Bihar & Jharkhand
+917867865424,P000282,False,UP West
+918731139376,P000283,False,Haryana
+917426203362,P000284,False,Karnataka
+918280230108,P000285,False,West Bengal
+918611760354,P000286,False,West Bengal
+916411992062,P000287,False,Rajasthan
+919751081160,P000288,False,Bihar & Jharkhand
+918468437585,P000289,False,Bihar & Jharkhand
+918067162763,P000290,False,Bihar & Jharkhand
+916602844486,P000291,False,Bihar & Jharkhand
+918816948064,P000292,False,Maharashtra
+918967468642,P000293,False,Karnataka
+918809579202,P000294,False,Bihar & Jharkhand
+919014279283,P000295,False,Bihar & Jharkhand
+918058915339,P000296,False,UP West
+916511270239,P000297,False,West Bengal
+918586167408,P000298,False,UP West
+917146623142,P000299,False,Bihar & Jharkhand
+916217021265,P000300,False,Rajasthan
+917756515867,P000301,False,Bihar & Jharkhand
+916714122885,P000302,False,UP West
+918186746217,P000303,False,Rajasthan
+916275199482,P000304,False,Karnataka
+916334273411,P000305,False,Kolkata
+916093506613,P000306,False,Bihar & Jharkhand
+917864450381,P000307,False,Bihar & Jharkhand
+919090565353,P000308,False,Bihar & Jharkhand
+919122014931,P000309,False,Rajasthan
+918839937405,P000310,False,Kolkata
+917989658496,P000311,False,Maharashtra
+919724107238,P000312,False,Bihar & Jharkhand
+919826063467,P000313,False,Kolkata
+916505758278,P000314,False,Maharashtra
+918338687499,P000315,False,Rajasthan
+918286774210,P000316,False,Maharashtra
+917623563988,P000317,False,UP West
+918918396211,P000318,False,Bihar & Jharkhand
+919407733496,P000319,False,Karnataka
+918077551674,P000320,False,Haryana
+917382707169,P000321,False,Rajasthan
+916346406745,P000322,False,Haryana
+918773082903,P000323,False,Rajasthan
+917131204960,P000324,False,UP West
+917194594025,P000325,False,Rajasthan
+916569645090,P000326,False,Rajasthan
+919923127110,P000327,False,Karnataka
+917479213264,P000328,False,Rajasthan
+918864748580,P000329,False,UP West
+919178924785,P000330,False,Kolkata
+919438812086,P000331,False,Bihar & Jharkhand
+916949572770,P000332,False,Bihar & Jharkhand
+918349352016,P000333,False,UP West
+918859850056,P000334,False,Karnataka
+919713742447,P000335,False,Rajasthan
+919941173609,P000336,False,UP East
+918362138492,P000337,False,Karnataka
+918983820500,P000338,False,Haryana
+916080102042,P000339,False,Haryana
+916317041562,P000340,False,Maharashtra
+918553933358,P000341,False,Maharashtra
+918662927700,P000342,False,West Bengal
+917856878257,P000343,False,Delhi
+916007456431,P000344,False,West Bengal
+916151037659,P000345,False,Kolkata
+918055485986,P000346,False,Kolkata
+918597556577,P000347,False,Maharashtra
+918937360321,P000348,False,West Bengal
+916877332668,P000349,False,Maharashtra
+919766701587,P000350,False,Bihar & Jharkhand
+916659381364,P000351,False,West Bengal
+916895903517,P000352,False,Delhi
+919485808957,P000353,False,Maharashtra
+919246772849,P000354,False,Maharashtra
+918608416746,P000355,False,Karnataka
+916640986803,P000356,False,Karnataka
+916122673469,P000357,False,UP West
+917760724008,P000358,False,Maharashtra
+918102939046,P000359,False,Haryana
+916874748217,P000360,False,UP West
+919719684001,P000361,False,UP West
+917541958027,P000362,False,Karnataka
+916998695492,P000363,False,Maharashtra
+916794437777,P000364,False,Karnataka
+917775603392,P000365,False,Rajasthan
+916476480623,P000366,False,Karnataka
+917884498147,P000367,False,Rajasthan
+919201796425,P000368,False,West Bengal
+916433734973,P000369,False,Bihar & Jharkhand
+916502446924,P000370,False,West Bengal
+916006090279,P000371,False,Maharashtra
+916046061524,P000372,False,Maharashtra
+918747505887,P000373,False,Haryana
+919463333517,P000374,False,West Bengal
+916000314419,P000375,False,Karnataka
+917915548974,P000376,False,West Bengal
+917101143213,P000377,False,West Bengal
+919930905949,P000378,False,Rajasthan
+916961815741,P000379,False,Haryana
+918284631451,P000380,False,Karnataka
+918879238218,P000381,False,Maharashtra
+918738984160,P000382,False,West Bengal
+916574467659,P000383,False,Karnataka
+917924971812,P000384,False,Maharashtra
+918768730032,P000385,False,Rajasthan
+919630409507,P000386,False,Rajasthan
+918911871582,P000387,False,Bihar & Jharkhand
+918582533708,P000388,False,Maharashtra
+919015190104,P000389,False,Karnataka
+916823674489,P000390,False,Kolkata
+916401615981,P000391,False,Karnataka
+917298723524,P000392,False,Maharashtra
+919362040891,P000393,False,UP West
+917239685700,P000394,False,Haryana
+916981652305,P000395,False,UP West
+919814666265,P000396,False,UP West
+918684956388,P000397,False,Maharashtra
+916300248108,P000398,False,Karnataka
+918883754288,P000399,False,Rajasthan
+916889197685,P000400,False,Rajasthan
+917470191836,P000401,False,UP West
+916165617180,P000402,False,Karnataka
+919960811410,P000403,False,Rajasthan
+919797824523,P000404,False,Maharashtra
+919795869323,P000405,False,West Bengal
+919309433685,P000406,False,Bihar & Jharkhand
+916538049457,P000407,False,Bihar & Jharkhand
+916983590346,P000408,False,Rajasthan
+918755696509,P000409,False,Karnataka
+916482262251,P000410,False,West Bengal
+919854147306,P000411,False,Delhi
+919732640452,P000412,False,Karnataka
+916284563069,P000413,False,Bihar & Jharkhand
+916263237843,P000414,False,West Bengal
+916288801066,P000415,False,Rajasthan
+918661198374,P000416,False,Karnataka
+916537537434,P000417,False,Maharashtra
+917479421877,P000418,False,UP East
+918244980858,P000419,False,Maharashtra
+916753332623,P000420,False,Haryana
+916097030360,P000421,False,UP West
+918662227363,P000422,False,Bihar & Jharkhand
+918198420846,P000423,False,Haryana
+917964591074,P000424,False,UP East
+918598687810,P000425,False,Haryana
+917227456747,P000426,False,UP West
+917037206038,P000427,False,Maharashtra
+918825664338,P000428,False,Bihar & Jharkhand
+916221291289,P000429,False,Rajasthan
+918210799898,P000430,False,Haryana
+919499575378,P000431,False,Maharashtra
+918065918069,P000432,False,Maharashtra
+917436844699,P000433,False,Maharashtra
+917877229784,P000434,False,Rajasthan
+916639406990,P000435,False,Karnataka
+916362206525,P000436,False,Maharashtra
+917136651969,P000437,False,Karnataka
+916117835445,P000438,False,Maharashtra
+918690903180,P000439,False,Rajasthan
+919520788192,P000440,False,Bihar & Jharkhand
+916683712712,P000441,False,UP West
+918703174927,P000442,False,Karnataka
+917423628325,P000443,False,Rajasthan
+918332105299,P000444,False,Karnataka
+919942790763,P000445,False,West Bengal
+919241264959,P000446,False,Bihar & Jharkhand
+918171637512,P000447,False,Rajasthan
+917294349005,P000448,False,Karnataka
+918438178290,P000449,False,Bihar & Jharkhand
+919352132198,P000450,False,UP East
+919999518109,P000451,False,UP West
+916304555938,P000452,False,UP West
+916427913720,P000453,False,Rajasthan
+918326550409,P000454,False,West Bengal
+918669450793,P000455,False,Maharashtra
+919952514346,P000456,False,Rajasthan
+916493224496,P000457,False,Karnataka
+918342920606,P000458,False,Rajasthan
+916618586440,P000459,False,Haryana
+916389444907,P000460,False,West Bengal
+917289806168,P000461,False,Bihar & Jharkhand
+917438336596,P000462,False,Rajasthan
+919267925371,P000463,False,West Bengal
+917060846872,P000464,False,Haryana
+918951984545,P000465,False,Maharashtra
+916105820752,P000466,False,Rajasthan
+919726405363,P000467,False,UP West
+916140256103,P000468,False,Bihar & Jharkhand
+916328078220,P000469,False,UP West
+918319463844,P000470,False,Haryana
+919425592853,P000471,False,Maharashtra
+917779818119,P000472,False,Bihar & Jharkhand
+919885745149,P000473,False,UP West
+919700765888,P000474,False,Rajasthan
+919382629272,P000475,False,Kolkata
+917242651931,P000476,False,Haryana
+919951219886,P000477,False,Kolkata
+916078914179,P000478,False,Maharashtra
+918598663472,P000479,False,Delhi
+917526128618,P000480,False,Kolkata
+918228933774,P000481,False,Maharashtra
+917327420157,P000482,False,Bihar & Jharkhand
+919012336164,P000483,False,Maharashtra
+916452253774,P000484,False,Maharashtra
+918573780746,P000485,False,West Bengal
+916954059035,P000486,False,Karnataka
+919399155629,P000487,False,Rajasthan
+917462494827,P000488,False,Delhi
+917600891226,P000489,False,Karnataka
+919021158132,P000490,False,Delhi
+919922333158,P000491,False,Kolkata
+918065853984,P000492,False,UP West
+916040527034,P000493,False,Haryana
+916158167709,P000494,False,UP East
+919364576247,P000495,False,UP West
+918511710645,P000496,False,Maharashtra
+916054589049,P000497,False,Karnataka
+918160077220,P000498,False,UP East
+918646179168,P000499,False,Maharashtra
+916170676361,P000500,False,Maharashtra
+919930242018,P000501,False,UP East
+917132142969,P000502,False,Maharashtra
+919697219303,P000503,False,Maharashtra
+919783530691,P000504,False,Rajasthan
+917629923294,P000505,False,West Bengal
+917389914032,P000506,False,Bihar & Jharkhand
+919295599597,P000507,False,Bihar & Jharkhand
+917186725901,P000508,False,Rajasthan
+919388215580,P000509,False,West Bengal
+918955819205,P000510,False,Haryana
+919339338388,P000511,False,Karnataka
+916396482182,P000512,False,Haryana
+918188225371,P000513,False,Karnataka
+919466736983,P000514,False,Maharashtra
+919087129311,P000515,False,Bihar & Jharkhand
+917471804352,P000516,False,Bihar & Jharkhand
+919914036566,P000517,False,Bihar & Jharkhand
+916925479856,P000518,False,Maharashtra
+916371127556,P000519,False,Karnataka
+919016665186,P000520,False,Rajasthan
+919844555989,P000521,False,Karnataka
+918360995788,P000522,False,Kolkata
+919317131013,P000523,False,UP West
+918695459591,P000524,False,Bihar & Jharkhand
+918963657442,P000525,False,UP West
+917510415800,P000526,False,Karnataka
+916663538085,P000527,False,West Bengal
+918863484443,P000528,False,Haryana
+917552845485,P000529,False,Haryana
+917856848177,P000530,False,UP West
+918293228691,P000531,False,Haryana
+918706679216,P000532,False,Maharashtra
+917860511528,P000533,False,UP West
+917945079385,P000534,False,Delhi
+917432346202,P000535,False,Maharashtra
+917718760781,P000536,False,UP West
+919185572810,P000537,False,Maharashtra
+919588766699,P000538,False,Karnataka
+917737043396,P000539,False,Maharashtra
+916074042687,P000540,False,Kolkata
+916696312111,P000541,False,Haryana
+917184983094,P000542,False,Rajasthan
+916728858650,P000543,False,Bihar & Jharkhand
+919677864364,P000544,False,Haryana
+916384795848,P000545,False,UP East
+918768317234,P000546,False,UP West
+916664424325,P000547,False,Haryana
+916361421792,P000548,False,Kolkata
+918333187734,P000549,False,West Bengal
+918840265546,P000550,False,Delhi
+918394721694,P000551,False,UP West
+916973653626,P000552,False,UP West
+919939574987,P000553,False,UP West
+916734902261,P000554,False,Rajasthan
+918937706941,P000555,False,West Bengal
+917928213354,P000556,False,UP East
+919604824557,P000557,False,Maharashtra
+916262317021,P000558,False,Karnataka
+916539646051,P000559,False,Karnataka
+917623961122,P000560,False,UP West
+917593108308,P000561,False,Karnataka
+918123911313,P000562,False,Bihar & Jharkhand
+918923875038,P000563,False,Bihar & Jharkhand
+916789775877,P000564,False,UP East
+917939652920,P000565,False,Karnataka
+918771953204,P000566,False,Haryana
+917688149331,P000567,False,Bihar & Jharkhand
+917100126221,P000568,False,UP West
+919486374762,P000569,False,UP West
+916400268552,P000570,False,West Bengal
+919739895383,P000571,False,Haryana
+918334325862,P000572,False,UP West
+916839931018,P000573,False,Bihar & Jharkhand
+918756752260,P000574,False,Karnataka
+918358676405,P000575,False,UP West
+918790038221,P000576,False,Maharashtra
+919679035062,P000577,False,Delhi
+918078939675,P000578,False,Maharashtra
+917448118408,P000579,False,Haryana
+919694736661,P000580,False,Maharashtra
+917006092405,P000581,False,Rajasthan
+919572425849,P000582,False,West Bengal
+919748811801,P000583,False,Haryana
+917970868986,P000584,False,Delhi
+919737021912,P000585,False,West Bengal
+919948318084,P000586,False,Rajasthan
+917140158434,P000587,False,Bihar & Jharkhand
+918761969540,P000588,False,Bihar & Jharkhand
+919571116101,P000589,False,Bihar & Jharkhand
+918333331227,P000590,False,Karnataka
+919379385920,P000591,False,Kolkata
+917318594664,P000592,False,Rajasthan
+917127333439,P000593,False,Karnataka
+916089376133,P000594,False,West Bengal
+918343671081,P000595,False,Bihar & Jharkhand
+916091049394,P000596,False,Rajasthan
+918378387601,P000597,False,UP West
+918779590082,P000598,False,Rajasthan
+916101615442,P000599,False,Bihar & Jharkhand
+916506245592,P000600,False,West Bengal
+919233909753,P000601,False,Bihar & Jharkhand
+916549836462,P000602,False,Bihar & Jharkhand
+919057637236,P000603,False,Maharashtra
+919390109712,P000604,False,UP West
+919175649394,P000605,False,Haryana
+917595960609,P000606,False,UP East
+918603216409,P000607,False,Bihar & Jharkhand
+916244728372,P000608,False,Maharashtra
+919868725770,P000609,False,Rajasthan
+917006995941,P000610,False,Bihar & Jharkhand
+916862168957,P000611,False,UP East
+916501146839,P000612,False,Karnataka
+916939648290,P000613,False,West Bengal
+919532492809,P000614,False,Maharashtra
+917822760949,P000615,False,Maharashtra
+918032234586,P000616,False,Rajasthan
+917825757195,P000617,False,Maharashtra
+919360484294,P000618,False,UP West
+919515081223,P000619,False,Rajasthan
+917596173650,P000620,False,Delhi
+917853222473,P000621,False,Kolkata
+919461624365,P000622,False,Rajasthan
+919011892130,P000623,False,West Bengal
+917958477813,P000624,False,West Bengal
+916605311360,P000625,False,Maharashtra
+918470017522,P000626,False,Rajasthan
+916721605115,P000627,False,Maharashtra
+918983821840,P000628,False,Rajasthan
+916269610505,P000629,False,Maharashtra
+918134876068,P000630,False,Delhi
+919014172744,P000631,False,Bihar & Jharkhand
+919493636408,P000632,False,Maharashtra
+916358065101,P000633,False,Bihar & Jharkhand
+917064385137,P000634,False,Delhi
+917189794543,P000635,False,Rajasthan
+918094823001,P000636,False,Karnataka
+918774302978,P000637,False,Kolkata
+918051380248,P000638,False,Haryana
+919352125914,P000639,False,Rajasthan
+916648708486,P000640,False,Karnataka
+916098622396,P000641,False,Maharashtra
+919886682105,P000642,False,Bihar & Jharkhand
+918636138783,P000643,False,Bihar & Jharkhand
+919561049029,P000644,False,Karnataka
+919269034353,P000645,False,Rajasthan
+917710873175,P000646,False,Karnataka
+918381797921,P000647,False,West Bengal
+919082414790,P000648,False,Bihar & Jharkhand
+918133470258,P000649,False,Kolkata
+918631144864,P000650,False,Bihar & Jharkhand
+919406004383,P000651,False,Bihar & Jharkhand
+916639038876,P000652,False,Maharashtra
+917292356694,P000653,False,Bihar & Jharkhand
+918675018860,P000654,False,Maharashtra
+916089125351,P000655,False,Haryana
+919136985514,P000656,False,Bihar & Jharkhand
+916569718246,P000657,False,Karnataka
+916167948331,P000658,False,West Bengal
+918315489127,P000659,False,Haryana
+916457685579,P000660,False,UP East
+919076051560,P000661,False,Rajasthan
+917117383694,P000662,False,Rajasthan
+918058039745,P000663,False,Delhi
+919699701939,P000664,False,West Bengal
+916482019766,P000665,False,Rajasthan
+916436968279,P000666,False,Karnataka
+919891742302,P000667,False,Delhi
+918973719251,P000668,False,Karnataka
+917181036877,P000669,False,Kolkata
+916212206830,P000670,False,Haryana
+917767756493,P000671,False,Karnataka
+917466908134,P000672,False,Karnataka
+918965116861,P000673,False,Karnataka
+916472640182,P000674,False,Rajasthan
+917166170188,P000675,False,Rajasthan
+918430680285,P000676,False,Bihar & Jharkhand
+919796693613,P000677,False,West Bengal
+918934070056,P000678,False,Maharashtra
+918664512339,P000679,False,UP East
+919804644450,P000680,False,Bihar & Jharkhand
+918476594236,P000681,False,West Bengal
+918868701715,P000682,False,Maharashtra
+919607589449,P000683,False,Delhi
+917356776835,P000684,False,West Bengal
+916161690018,P000685,False,Haryana
+916837804439,P000686,False,UP West
+917658706208,P000687,False,UP East
+917760026156,P000688,False,West Bengal
+917311279218,P000689,False,UP West
+918829473664,P000690,False,Haryana
+919421930902,P000691,False,Haryana
+918942839678,P000692,False,Haryana
+919770427026,P000693,False,Haryana
+919008480864,P000694,False,Maharashtra
+916002138073,P000695,False,Rajasthan
+918686714456,P000696,False,UP East
+916113391294,P000697,False,Haryana
+918103959365,P000698,False,Karnataka
+916698462440,P000699,False,Maharashtra
+917883615498,P000700,False,West Bengal
+919037515455,P000701,False,Maharashtra
+916022235964,P000702,False,Maharashtra
+916469131997,P000703,False,Karnataka
+919546239211,P000704,False,Haryana
+916507890022,P000705,False,UP West
+919764503959,P000706,False,Bihar & Jharkhand
+918604173446,P000707,False,Haryana
+917374821490,P000708,False,Maharashtra
+919218955022,P000709,False,Karnataka
+916457983658,P000710,False,Maharashtra
+918646681694,P000711,False,West Bengal
+918756904582,P000712,False,West Bengal
+917485692507,P000713,False,Maharashtra
+917543782309,P000714,False,Bihar & Jharkhand
+918780240264,P000715,False,Maharashtra
+917792308415,P000716,False,Kolkata
+919261436257,P000717,False,Rajasthan
+918599204491,P000718,False,Haryana
+916407423170,P000719,False,West Bengal
+918110401658,P000720,False,West Bengal
+919160274409,P000721,False,Haryana
+917555389565,P000722,False,Karnataka
+918514509981,P000723,False,West Bengal
+918608734115,P000724,False,Karnataka
+918760315786,P000725,False,Haryana
+917225249182,P000726,False,UP West
+918164877101,P000727,False,West Bengal
+918188812757,P000728,False,Delhi
+916478029376,P000729,False,Delhi
+919448707236,P000730,False,UP East
+918480484592,P000731,False,Delhi
+916339936938,P000732,False,Rajasthan
+918766557193,P000733,False,Delhi
+916310410227,P000734,False,West Bengal
+916496817396,P000735,False,Haryana
+916966953013,P000736,False,Delhi
+916335283020,P000737,False,Delhi
+916006335260,P000738,False,UP West
+916290967181,P000739,False,Haryana
+919986907608,P000740,False,West Bengal
+916078535280,P000741,False,West Bengal
+918235050921,P000742,False,Karnataka
+917545829193,P000743,False,Karnataka
+917120955769,P000744,False,West Bengal
+916463846349,P000745,False,Rajasthan
+916790580786,P000746,False,Kolkata
+916717205449,P000747,False,UP West
